id_item_venda;id_venda;id_produto;quantidade;preco_unitario
c076f92d-73a4-49a5-96f7-e6bb14e1aabd;af734c45-f2f3-4f61-b370-0e9292f1da69;prod_0044;1;149.99
0f243491-8e9f-474a-bb65-03ea0f973342;0538fbfd-41fd-4281-861c-2a6f1812362f;prod_0030;1;80.0
033857e4-8774-48d3-bc31-654df6ae7936;2b23ace0-1872-4dc7-9f86-8f8baec61694;prod_0049;1;59.99
4e674f72-627f-44eb-93ad-132c0131771e;2b23ace0-1872-4dc7-9f86-8f8baec61694;prod_0012;1;120.5
916d9a42-e7b7-45f9-8ccf-4d3707144da9;2b23ace0-1872-4dc7-9f86-8f8baec61694;prod_0012;1;120.5
11c37e19-dbfe-4d4a-9ff5-40ca9038ab45;2b23ace0-1872-4dc7-9f86-8f8baec61694;prod_0012;1;120.5
a2f077e3-3040-4cc4-ac21-f1edf4a985b0;2b23ace0-1872-4dc7-9f86-8f8baec61694;prod_0033;1;34.99
8903c8c7-2e89-42cc-bf8a-1fca9ef17e4f;2b23ace0-1872-4dc7-9f86-8f8baec61694;prod_0033;1;34.99
2d4b2c13-92f0-4e83-9fc9-7e6499872384;18d2bfd0-5862-4bb4-b9cc-596e37e75948;prod_0024;1;50.0
d1a9af91-d079-4e4e-a61b-047a81e04baa;d891b0a4-b4d4-413a-b0d1-8e9ee4353335;prod_0039;1;20.99
09ed1c7c-9f40-4e6a-87c4-78ba71f27f0f;d891b0a4-b4d4-413a-b0d1-8e9ee4353335;prod_0039;1;20.99
9338e35d-9020-4d23-86ff-96f2e9701e00;a9dbf628-1748-4a01-8514-7bc9d907ba3f;prod_0046;1;179.99
64e94d6a-858c-4992-882c-4812b3c3c428;a9dbf628-1748-4a01-8514-7bc9d907ba3f;prod_0046;1;179.99
9c12e3c9-7bee-4582-8fae-46a9524ec63c;7dc1dda0-0619-4eb0-bd8f-23051517703e;prod_0038;1;37.5
fe068b4e-7f63-4bb8-8e4f-4dd06388f6dc;7dc1dda0-0619-4eb0-bd8f-23051517703e;prod_0038;1;37.5
c555f30a-4985-4ab5-854f-447ec94ee2f0;7dc1dda0-0619-4eb0-bd8f-23051517703e;prod_0038;1;37.5
e0f13db6-f0b5-47b3-b472-c59e4f4b1252;920ee451-ae2e-49e2-ac3f-4800ec13d7c3;prod_0022;1;25.99
45ca17af-e9ea-4d49-bc94-046ea7410d2c;920ee451-ae2e-49e2-ac3f-4800ec13d7c3;prod_0007;1;499.0
6a77982b-029e-435d-b0b6-45da68c18df9;920ee451-ae2e-49e2-ac3f-4800ec13d7c3;prod_0016;1;250.0
4730b04b-608b-4508-a9e4-4d26d2d47ec7;920ee451-ae2e-49e2-ac3f-4800ec13d7c3;prod_0016;1;250.0
d114dda1-3082-47e6-a6ac-e778d7b6e0a3;920ee451-ae2e-49e2-ac3f-4800ec13d7c3;prod_0016;1;250.0
fedceb65-84aa-4e12-a08a-9c4f3366da87;d8b13a9d-8e04-4844-9625-1089f340e6f1;prod_0019;1;80.0
1bfdf626-7a93-4f0e-b80d-90b6092351d9;d8b13a9d-8e04-4844-9625-1089f340e6f1;prod_0019;1;80.0
d545b254-09bc-4a80-ba88-7bed1c852510;d8b13a9d-8e04-4844-9625-1089f340e6f1;prod_0019;1;80.0
c335e9e5-1567-45f4-af39-f8c863582706;d8b13a9d-8e04-4844-9625-1089f340e6f1;prod_0028;1;55.0
3de372e9-1141-46af-8e70-d3f7b190dea4;d8b13a9d-8e04-4844-9625-1089f340e6f1;prod_0028;1;55.0
7027e1f1-5ef3-4d4d-9d85-aa726f9a544a;d8b13a9d-8e04-4844-9625-1089f340e6f1;prod_0028;1;55.0
c44c5c78-80ed-419c-af01-6e79a9b24a99;98d516b9-7128-4916-a48b-d5aabd0443f0;prod_0013;1;65.99
35ded447-c4bf-4424-b060-4ccff979549b;98d516b9-7128-4916-a48b-d5aabd0443f0;prod_0013;1;65.99
31c034f0-a091-429b-af18-35b139a90a45;816ea5c2-4ab3-4590-b262-e1452731660c;prod_0004;1;499.99
7059e387-b89f-42d2-a873-7d1455fccc14;816ea5c2-4ab3-4590-b262-e1452731660c;prod_0004;1;499.99
11c3138b-70c6-4b42-9f0f-f647067ab1d7;816ea5c2-4ab3-4590-b262-e1452731660c;prod_0004;1;499.99
8c1046bf-24b3-4794-a93d-b7fa8e8ded45;874f7c5c-9a06-44b9-beeb-2f03d7ea8625;prod_0005;1;379.99
1c82780f-0e84-4070-914b-30a9f6d4461c;874f7c5c-9a06-44b9-beeb-2f03d7ea8625;prod_0005;1;379.99
849ebfa5-68f0-4a5d-90ac-72bdaf4c9dfc;874f7c5c-9a06-44b9-beeb-2f03d7ea8625;prod_0044;1;149.99
b87189e1-9e5b-4abf-8478-608888c62a79;874f7c5c-9a06-44b9-beeb-2f03d7ea8625;prod_0016;1;250.0
52581086-eecc-4487-b95d-43d62b7f90a5;874f7c5c-9a06-44b9-beeb-2f03d7ea8625;prod_0016;1;250.0
e6c9fd54-24bb-4796-89d6-8cdc5ed0b58c;874f7c5c-9a06-44b9-beeb-2f03d7ea8625;prod_0016;1;250.0
24dc1ee5-4cc3-48c3-8e32-00af6e8649f1;bd71017f-5e3a-4dad-a90a-8303e1c6a7c2;prod_0049;1;59.99
b5ef818b-690e-4a7e-b5be-1ba70ae4e096;bd71017f-5e3a-4dad-a90a-8303e1c6a7c2;prod_0005;1;379.99
3a1bba9c-da07-408e-8a9f-a5a1e13ae6f4;bd71017f-5e3a-4dad-a90a-8303e1c6a7c2;prod_0005;1;379.99
76a90f78-6370-4da9-b3ce-caaf71a2f6c1;75e8abfe-6af0-4106-a235-09a86bcfdfa4;prod_0016;1;250.0
aa55e9af-5375-44b0-967a-25f85d12490e;75e8abfe-6af0-4106-a235-09a86bcfdfa4;prod_0016;1;250.0
30e31645-b66c-4a03-b78a-a5263efa528c;87a9efaf-b92a-41b7-a213-cdad661d3354;prod_0020;1;99.99
dfa4a6da-f2b0-44a3-b1d1-6ea89181c8a2;87a9efaf-b92a-41b7-a213-cdad661d3354;prod_0020;1;99.99
9e6eac9c-c8bc-4784-a8c9-9656bab3d9a3;87a9efaf-b92a-41b7-a213-cdad661d3354;prod_0020;1;99.99
8c573243-769f-4e1a-a67d-9f005d08c254;87a9efaf-b92a-41b7-a213-cdad661d3354;prod_0040;1;49.99
6880534f-cac5-44c6-8393-f806dcc8c801;87a9efaf-b92a-41b7-a213-cdad661d3354;prod_0042;1;99.99
36a8d53d-4e90-4e87-a4dd-2fe15ff3fbbf;87a9efaf-b92a-41b7-a213-cdad661d3354;prod_0042;1;99.99
1bd07f9b-7861-4769-a42e-4cff64907a63;87a9efaf-b92a-41b7-a213-cdad661d3354;prod_0042;1;99.99
061a1396-7167-48ee-b175-82082e292386;847aefa5-efe7-49dd-a260-dcbea8deeb1c;prod_0010;1;650.0
9140a95d-62ce-4959-b4da-1f50b1a7fe09;847aefa5-efe7-49dd-a260-dcbea8deeb1c;prod_0010;1;650.0
fbcf57d7-45f8-4c5d-ac1e-86bbaac016bd;847aefa5-efe7-49dd-a260-dcbea8deeb1c;prod_0010;1;650.0
c4ecea32-9038-4f81-ae3d-c742bef8004b;847aefa5-efe7-49dd-a260-dcbea8deeb1c;prod_0018;1;50.0
9337bb34-66e1-408e-a428-2ec427e6287b;847aefa5-efe7-49dd-a260-dcbea8deeb1c;prod_0019;1;80.0
26932d95-32a3-48fb-8d03-a402c827e7c0;847aefa5-efe7-49dd-a260-dcbea8deeb1c;prod_0019;1;80.0
3ee61872-77f4-47f9-9105-88a9694a48b3;847aefa5-efe7-49dd-a260-dcbea8deeb1c;prod_0019;1;80.0
c36db2ec-eeda-49bc-9c40-6cbe50f370af;c33b14ed-216c-4ed0-bd0c-1656de373877;prod_0033;1;34.99
a0ca381c-bc3d-468a-87d4-9f499cc15301;c33b14ed-216c-4ed0-bd0c-1656de373877;prod_0033;1;34.99
18d939eb-ad1a-4fd5-8909-8704e03c119a;c33b14ed-216c-4ed0-bd0c-1656de373877;prod_0032;1;19.99
0d81339d-de95-4d1d-9cbc-5e3feb9060cb;057eccfa-15f3-4747-90bb-5ed3c9765bdf;prod_0001;1;199.99
50340715-1706-43cd-9a44-0dee54ddbff4;057eccfa-15f3-4747-90bb-5ed3c9765bdf;prod_0001;1;199.99
3fd8027f-e755-4655-9916-2e44b0a17621;78359656-a0f1-45fb-8d64-ec218fc93778;prod_0020;1;99.99
f205da82-a9f3-431b-9d05-3081f9e34f60;78359656-a0f1-45fb-8d64-ec218fc93778;prod_0020;1;99.99
2ab8c610-e7e3-49b8-918d-a4887d5704df;e77ee2a9-853b-4173-bb66-bcaf47be30eb;prod_0002;1;349.99
b354f19d-3d22-4110-a63f-69ea0d5098fc;e77ee2a9-853b-4173-bb66-bcaf47be30eb;prod_0002;1;349.99
ff03f1a9-72ed-457b-835b-66254e7fb47f;e77ee2a9-853b-4173-bb66-bcaf47be30eb;prod_0002;1;349.99
331bc38a-6173-499e-8d7e-6eeb04eb1694;bc11733c-02bb-4915-9fc9-953aed321036;prod_0035;1;29.99
636dfeba-6148-4a39-b859-d906e78f980a;bc11733c-02bb-4915-9fc9-953aed321036;prod_0022;1;25.99
45314fd0-ac01-453d-b1fe-69b80936312c;bc11733c-02bb-4915-9fc9-953aed321036;prod_0022;1;25.99
5de63467-55ec-4b78-a009-4db3b265293e;bc11733c-02bb-4915-9fc9-953aed321036;prod_0002;1;349.99
21e10ae8-5795-4ee7-b510-561a683def14;fe600c12-da87-46db-8338-b815cd9afa65;prod_0007;1;499.0
42f76d43-b818-4f1c-98a3-2011f1624df9;fe600c12-da87-46db-8338-b815cd9afa65;prod_0007;1;499.0
4819a23a-7d23-4d9a-b162-1e958d68f317;fe600c12-da87-46db-8338-b815cd9afa65;prod_0007;1;499.0
87826633-a01d-4aeb-9206-0f1c630bf0db;0cccb5c6-35d0-4a43-bbaa-da26af838c06;prod_0020;1;99.99
32823c8a-d14b-449b-b9de-06cb3150c323;0cccb5c6-35d0-4a43-bbaa-da26af838c06;prod_0020;1;99.99
9aff48af-7ecc-4177-bce8-f3f0b54f0f8a;0cccb5c6-35d0-4a43-bbaa-da26af838c06;prod_0033;1;34.99
49be8766-781e-4d35-afa1-f2bcb4ce5f31;0cccb5c6-35d0-4a43-bbaa-da26af838c06;prod_0033;1;34.99
dd712dc5-9780-4e9b-ad18-c723bb47d3a4;0cccb5c6-35d0-4a43-bbaa-da26af838c06;prod_0043;1;129.99
2f576e77-7148-4007-8faf-26b4dc63df5e;0cccb5c6-35d0-4a43-bbaa-da26af838c06;prod_0043;1;129.99
d606be66-a2a2-41a6-a508-f5c429949775;5247a092-d93e-4b08-afe2-6180302dc72b;prod_0037;1;40.0
698b4ff4-99ff-40c6-8bf5-cf0e97a182a2;5247a092-d93e-4b08-afe2-6180302dc72b;prod_0037;1;40.0
37dfc571-4910-4c10-a3fe-085b81b41b37;5247a092-d93e-4b08-afe2-6180302dc72b;prod_0037;1;40.0
584220f1-d310-4f4f-803e-3ee26d30a1b9;5247a092-d93e-4b08-afe2-6180302dc72b;prod_0020;1;99.99
01c9a464-87d2-4e31-bda3-25e2bc4600bd;5247a092-d93e-4b08-afe2-6180302dc72b;prod_0026;1;45.0
aefbe3b3-f7d7-45c0-a3fb-7b87a7a3bc7a;5247a092-d93e-4b08-afe2-6180302dc72b;prod_0026;1;45.0
d6f83aa7-ba26-4e87-832f-174f91b72a5c;ad9e392f-9b02-4f54-ae5b-4ff8b2b51b60;prod_0043;1;129.99
18781ae5-e177-46b1-82ce-4e0c503eeaf2;7841b3dd-9034-4c86-bd14-190d3fc4f4d0;prod_0050;1;120.0
9fa4b54f-25fa-4f8d-800c-9ab9625737cf;7841b3dd-9034-4c86-bd14-190d3fc4f4d0;prod_0050;1;120.0
7dae4677-877b-4b50-94d0-945b5257fa5d;7841b3dd-9034-4c86-bd14-190d3fc4f4d0;prod_0034;1;25.5
e412b716-e682-4d8f-9a43-fa957672cdbe;7841b3dd-9034-4c86-bd14-190d3fc4f4d0;prod_0034;1;25.5
44190e59-ba52-4bf2-b551-5cd0f2780c3b;7841b3dd-9034-4c86-bd14-190d3fc4f4d0;prod_0034;1;25.5
98fb7955-ec78-442e-b52d-82cc302d8d1f;333705f9-894b-4f90-a21a-47b99ad24609;prod_0045;1;89.99
bbc1686b-4bad-4973-9ed0-12439ae69d97;333705f9-894b-4f90-a21a-47b99ad24609;prod_0045;1;89.99
31e7ca38-e280-45d7-bc49-64670f810db2;333705f9-894b-4f90-a21a-47b99ad24609;prod_0045;1;89.99
484f0da6-810e-4d40-8c81-55da86043d41;333705f9-894b-4f90-a21a-47b99ad24609;prod_0010;1;650.0
24e11716-3449-4318-82d0-1a0b4c55542d;6c4928d4-6042-4eb5-8a6b-eccd3f8bc509;prod_0030;1;80.0
a6d18c91-0760-4408-8678-fe134bcd6e4d;6c4928d4-6042-4eb5-8a6b-eccd3f8bc509;prod_0027;1;60.0
1426512f-6be2-4493-832a-eb1ba4dc6a67;6c4928d4-6042-4eb5-8a6b-eccd3f8bc509;prod_0027;1;60.0
e8e91639-c69a-4024-b706-46025e5ea4cd;6c4928d4-6042-4eb5-8a6b-eccd3f8bc509;prod_0004;1;499.99
a03a5196-7259-445b-a5ca-147ffe33ebd7;6c4928d4-6042-4eb5-8a6b-eccd3f8bc509;prod_0004;1;499.99
668b179f-7e11-43ab-91cf-c46bc037c059;69a2e466-14c6-416d-9691-86b95b69a9a8;prod_0037;1;40.0
6a961ac0-8651-42a6-8fe9-17808b8c6b6e;69a2e466-14c6-416d-9691-86b95b69a9a8;prod_0043;1;129.99
b1d06d8a-655f-4c8c-8a2b-a8f5a44e3b1c;69a2e466-14c6-416d-9691-86b95b69a9a8;prod_0043;1;129.99
16e7bff3-d2a6-4853-8c50-1e6e27ad082f;69a2e466-14c6-416d-9691-86b95b69a9a8;prod_0043;1;129.99
28b82fa1-72d0-4649-b50e-a2b2d07a2b58;69a2e466-14c6-416d-9691-86b95b69a9a8;prod_0002;1;349.99
de60d544-e953-4b87-8344-819d1d80f7cd;69a2e466-14c6-416d-9691-86b95b69a9a8;prod_0002;1;349.99
0d6f885a-0633-4f7f-8ec4-6aabaefb4b37;0e77b689-3d40-4ee0-ba36-a26d42c0d1c2;prod_0017;1;185.5
39bbab8a-b281-438e-97c7-d8e6a495430e;0e77b689-3d40-4ee0-ba36-a26d42c0d1c2;prod_0017;1;185.5
ded7fbb9-f454-4f98-a712-cefef330f931;38107177-0acc-49da-8ada-634b7a8ba3cf;prod_0049;1;59.99
52acde30-51c8-40ef-8026-43c4233e8b97;38107177-0acc-49da-8ada-634b7a8ba3cf;prod_0049;1;59.99
ab965b35-a263-4d77-8186-cbce6334db06;38107177-0acc-49da-8ada-634b7a8ba3cf;prod_0025;1;39.99
c3fa363d-829f-4b39-84ed-f1876553b96b;38107177-0acc-49da-8ada-634b7a8ba3cf;prod_0025;1;39.99
9f6f4967-be87-4c4f-a0af-9f67ea4a973e;89465e5b-26fa-4d5c-b678-a41a65adafab;prod_0013;1;65.99
d7f3b054-e266-416f-a3e4-92f3911cdbb8;a0493ed9-a5d8-4148-8deb-083b76ba4572;prod_0046;1;179.99
061893ec-82d7-48c6-b780-9a0a4098de31;a0493ed9-a5d8-4148-8deb-083b76ba4572;prod_0013;1;65.99
d45fd39a-3767-48ab-832a-0c064f55b58e;a0493ed9-a5d8-4148-8deb-083b76ba4572;prod_0013;1;65.99
34d387dd-557c-4198-9c40-6c3b2e50b78b;a0493ed9-a5d8-4148-8deb-083b76ba4572;prod_0013;1;65.99
9a106a52-6408-4ac9-bbf6-76af7537e85e;63796fa5-b84e-403d-b261-29777fe54edd;prod_0045;1;89.99
7ddee37d-ebba-4a66-aa4e-4d28c0fce144;63796fa5-b84e-403d-b261-29777fe54edd;prod_0045;1;89.99
e268d92f-1b75-4ed1-9dca-71ef13e2738a;490c3442-98c3-4a3d-8f92-8bca7aecc953;prod_0003;1;899.99
9e88ebab-07fc-4800-9a49-54080011be30;490c3442-98c3-4a3d-8f92-8bca7aecc953;prod_0003;1;899.99
f260a3ed-02de-488f-9b6f-3ad40ccea325;490c3442-98c3-4a3d-8f92-8bca7aecc953;prod_0023;1;22.5
4daeac5c-0000-4f1e-ae1e-edbf46340607;490c3442-98c3-4a3d-8f92-8bca7aecc953;prod_0023;1;22.5
916fb778-ba8f-4e6c-a1a4-cd1971ef7e0a;490c3442-98c3-4a3d-8f92-8bca7aecc953;prod_0023;1;22.5
0db4a7fa-18e4-4d85-a8d4-2725f611c0ec;490c3442-98c3-4a3d-8f92-8bca7aecc953;prod_0035;1;29.99
30d7509d-a551-424c-b71e-77825e388274;490c3442-98c3-4a3d-8f92-8bca7aecc953;prod_0035;1;29.99
a7540837-6ae0-4e01-87ac-aec9137b41c2;e05ead1c-bde9-46a8-ac54-95bff88f8979;prod_0027;1;60.0
08f548e7-c53b-4c3a-8c26-fd2705bba5e4;e05ead1c-bde9-46a8-ac54-95bff88f8979;prod_0027;1;60.0
e32a2749-eea7-467f-ae1c-b89a74f935ca;244f802b-4d53-480e-9ebd-55b6e60584a2;prod_0030;1;80.0
3464fd00-ea21-4067-8cf1-493afbb8704e;244f802b-4d53-480e-9ebd-55b6e60584a2;prod_0030;1;80.0
be87dbac-a2ff-4996-ab5e-371f1ecd9ed7;244f802b-4d53-480e-9ebd-55b6e60584a2;prod_0046;1;179.99
07c62bd3-caf2-4c2a-ae8c-51f9f3d21fd2;244f802b-4d53-480e-9ebd-55b6e60584a2;prod_0010;1;650.0
79fc3831-ee9a-41b5-ae58-d695e15ab8f3;244f802b-4d53-480e-9ebd-55b6e60584a2;prod_0010;1;650.0
160a56e1-1cd2-4c9f-83ac-0d1b2cb15c02;244f802b-4d53-480e-9ebd-55b6e60584a2;prod_0010;1;650.0
7aaaf675-b807-4b46-8814-e14eb5bc1efc;10217062-a817-4850-8b45-cb04e5bc89c0;prod_0018;1;50.0
063fec11-446c-40d6-8d4c-01b333e40ea9;10217062-a817-4850-8b45-cb04e5bc89c0;prod_0018;1;50.0
74cd4a41-5e07-4fb2-9919-be9116a26e58;49592f6e-0c1b-4e93-be16-2e89d9347309;prod_0022;1;25.99
29f5010c-8b6a-4c97-b8f4-223bd21a5375;49592f6e-0c1b-4e93-be16-2e89d9347309;prod_0022;1;25.99
5f0bb32f-e6dd-4be3-a89a-18fe5f8e74df;49592f6e-0c1b-4e93-be16-2e89d9347309;prod_0022;1;25.99
254c5028-8a6f-4508-8d0f-e9b5b9e826d0;49592f6e-0c1b-4e93-be16-2e89d9347309;prod_0018;1;50.0
58c714f2-a3aa-4839-bc35-bc9a521a21a4;49592f6e-0c1b-4e93-be16-2e89d9347309;prod_0018;1;50.0
66db005e-9488-4285-ac88-d2576831429e;49592f6e-0c1b-4e93-be16-2e89d9347309;prod_0018;1;50.0
16214bd0-6e84-424b-b61d-6b9c5c3e82e9;8ad21d5d-acfb-405e-be98-4064e3b19fd8;prod_0045;1;89.99
233c790a-e280-40d1-80d1-bc319a26a065;8ad21d5d-acfb-405e-be98-4064e3b19fd8;prod_0045;1;89.99
805aadb5-fd91-4a63-9ca4-2a3ce177105f;14ed228b-6577-4498-b176-8686d31e96c4;prod_0036;1;45.0
1a93a3f1-8502-46c0-8abf-19038b435eca;14ed228b-6577-4498-b176-8686d31e96c4;prod_0036;1;45.0
ef3bbcb5-4135-44d3-8108-cc5d9351a5da;14ed228b-6577-4498-b176-8686d31e96c4;prod_0036;1;45.0
2a29e752-f139-4895-aa25-a5788cea3275;14ed228b-6577-4498-b176-8686d31e96c4;prod_0022;1;25.99
b5b25ed1-af1b-4316-ba0e-681bbd5db7a4;14ed228b-6577-4498-b176-8686d31e96c4;prod_0022;1;25.99
1dee8ebf-7d3a-467e-95bb-fd22c9a84bdd;14ed228b-6577-4498-b176-8686d31e96c4;prod_0023;1;22.5
cc027d43-d622-4179-bb5a-d45d535322bf;14ed228b-6577-4498-b176-8686d31e96c4;prod_0023;1;22.5
a36442e5-8abe-4779-b591-0434d34266c9;67f778de-c17c-4577-bde8-ca534e7a7311;prod_0018;1;50.0
30e5ce91-d082-43b4-b398-d16e18b9f0a2;67f778de-c17c-4577-bde8-ca534e7a7311;prod_0018;1;50.0
4bb88157-07f6-408e-8426-fe7b060476dd;67f778de-c17c-4577-bde8-ca534e7a7311;prod_0018;1;50.0
d3e14d83-2f8a-45db-b503-ae051efece73;67f778de-c17c-4577-bde8-ca534e7a7311;prod_0047;1;199.99
11285804-1243-461c-ae34-097ac6ac61e7;67f778de-c17c-4577-bde8-ca534e7a7311;prod_0047;1;199.99
1e73b307-f375-40d3-b3dd-8d3140e10b51;67f778de-c17c-4577-bde8-ca534e7a7311;prod_0047;1;199.99
4cdaebf4-98f9-4fb4-b2a4-3bf402b49d26;a95da34b-5b86-4e79-b1e3-4d6c6c02c976;prod_0019;1;80.0
eb680076-96f5-49cb-9e87-ad6d6db3bda5;355cdfff-5ffa-4dbe-a343-687057d9f647;prod_0035;1;29.99
97e4e173-9d63-4da6-a29d-c0737a7b029b;355cdfff-5ffa-4dbe-a343-687057d9f647;prod_0009;1;899.5
fa1d8ded-7dc8-47a2-adda-a3b60ab84fe2;355cdfff-5ffa-4dbe-a343-687057d9f647;prod_0018;1;50.0
59fbb46d-51d3-449c-bfff-a983081190e9;355cdfff-5ffa-4dbe-a343-687057d9f647;prod_0018;1;50.0
793daf5a-b35c-4601-817a-f0cb07f2422d;355cdfff-5ffa-4dbe-a343-687057d9f647;prod_0018;1;50.0
b047824a-6c36-4d23-9916-f984c510c97a;c0bf3b37-623d-4905-8c3e-b36ddc75f4cc;prod_0049;1;59.99
59debc39-e171-482b-9ec7-8199964dce39;c0bf3b37-623d-4905-8c3e-b36ddc75f4cc;prod_0032;1;19.99
7d84dae5-af52-45bc-b8ab-33f4f2f9ade1;c0bf3b37-623d-4905-8c3e-b36ddc75f4cc;prod_0032;1;19.99
09e6614a-6145-4972-86fe-f9eafea09deb;c0bf3b37-623d-4905-8c3e-b36ddc75f4cc;prod_0032;1;19.99
e7e77386-c251-40f8-bcc9-6b10f677fb06;c0bf3b37-623d-4905-8c3e-b36ddc75f4cc;prod_0007;1;499.0
8b3236d6-408d-4212-b991-329a163a6695;c0bf3b37-623d-4905-8c3e-b36ddc75f4cc;prod_0007;1;499.0
dac9d4a4-b43b-488c-86f4-34688d78e1c8;52a7c5d6-08ca-45a8-b822-b39dfbe770a6;prod_0032;1;19.99
691d8bea-9d1c-42f0-b770-2be57381c6eb;52a7c5d6-08ca-45a8-b822-b39dfbe770a6;prod_0032;1;19.99
20ddc8b1-af0f-434e-82a2-9fcc184ee3db;52a7c5d6-08ca-45a8-b822-b39dfbe770a6;prod_0032;1;19.99
c7e4cbe5-acdc-447b-9cdb-002197eaf79c;52a7c5d6-08ca-45a8-b822-b39dfbe770a6;prod_0005;1;379.99
